content,creationTime,score,userClient,productColor,productSize,referenceTime,nickname,days
不配充电头，和之前的不一样,2021-12-29 10:57:48,1,4,远峰蓝色,128GB,2021-12-26 11:03:56,j***2,3
买回来发现个人热点用不了 客服只推送去售后维修,2021-12-30 12:00:07,1,2,远峰蓝色,128GB,2021-12-12 22:43:20,z***x,18
手机不错，就是快递太慢了，太不给力了，一个星期才到,2021-11-23 16:52:05,1,2,远峰蓝色,256GB,2021-11-16 17:17:53,j***K,7
到货都检查仔细了，中奖了,2021-12-06 15:48:28,1,2,石墨色,256GB,2021-11-13 15:01:52,j***t,23
辣子的要死，快递盒子都弄坏了,2021-11-26 22:46:31,1,2,远峰蓝色,256GB,2021-11-23 15:32:38,j***9,3
11月11号买的机器 出现这种情况,2021-11-24 15:07:58,1,2,石墨色,256GB,2021-11-08 00:00:14,呜***曾,16
买完就降价，无法价保,2021-12-28 10:58:51,1,4,石墨色,256GB,2021-12-11 23:50:24,沐***语,17
刚拿到包装是拆封的   客服又不回,2021-11-23 16:57:16,1,4,石墨色,256GB,2021-11-20 03:56:43,j***2,3
亲，支持国产一点不好看。,2021-11-10 07:33:38,1,2,远峰蓝色,256GB,2021-11-02 12:31:37,李***呀,8
直播间优惠券没法用，售后也联系不上，奇怪,2021-11-15 12:37:26,1,4,石墨色,256GB,2021-11-08 00:42:18,奥***技,7
几天前买的不赠AC 现在有了居然不补上,2021-12-18 09:22:42,1,2,远峰蓝色,256GB,2021-11-27 05:07:32,阿***8,21
售后服务不好 相机也有问题,2021-12-26 13:18:47,1,2,金色,256GB,2021-12-17 22:11:17,j***7,9
为什么发票不能换开单位的发票,2021-12-14 20:09:22,1,2,远峰蓝色,256GB,2021-11-15 11:56:52,老***枚,29
拆开纸箱就发现包装盒的封条开了一半多,2021-11-18 13:13:18,1,4,远峰蓝色,256GB,2021-11-16 13:06:04,七***星,2
不好贴，不好贴，不好贴，不好贴，不好贴，慎拍。,2021-11-22 16:15:51,1,2,远峰蓝色,256GB,2021-11-10 20:01:41,p***p,12
今天出现紫屏自己关机是啥情况？？？？？,2021-11-20 12:34:17,1,2,远峰蓝色,256GB,2021-11-11 00:12:45,十***5,9
无法和华为手表配对，激活后无法退货,2021-11-27 21:13:48,1,2,远峰蓝色,256GB,2021-11-22 21:50:51,长***6,5
刚到手第二天手机就一直重启，而且还出现粉屏。,2021-12-25 20:38:49,1,4,金色,256GB,2021-12-09 20:37:05,乐***活,16
商品有问题联系售后换货根本不解决。,2021-12-31 13:05:03,1,2,远峰蓝色,256GB,2021-11-05 12:00:22,j***J,56
买来之后过了两三天就是掉漆了,2021-12-22 13:50:08,1,4,远峰蓝色,128GB,2021-12-15 21:36:42,j***y,7
我也没收到啊 我怎么评价,2021-12-03 21:22:17,1,2,远峰蓝色,256GB,2021-11-27 16:33:43,j***k,6
买完AC的他出来一个免费送AC,2021-12-06 00:17:30,1,2,石墨色,256GB,2021-12-02 15:47:41,枪***的,4
手机还行，但是买手机送的东西都没收到就签收了，你们也不看看吗？,2021-12-26 12:02:04,1,2,远峰蓝色,128GB,2021-11-10 20:37:10,j***h,46
客服就一**手机摄像头进灰尘说正常的,2021-12-25 14:16:42,1,4,远峰蓝色,512GB,2021-11-10 20:25:05,张***P,45
手机打开相机出现紫色屏幕卡死的情况，,2021-12-26 22:35:22,1,2,远峰蓝色,128GB,2021-12-12 10:36:59,我***内,14
像素不好不知道是不是真的,2021-12-24 09:09:16,1,4,金色,256GB,2021-11-22 14:41:03,j***z,32
没有填充物，商品包装破损,2021-11-13 07:24:21,1,2,石墨色,256GB,2021-11-11 00:36:56,空***壹,2
三天两头换赠品，没有送ac，不给好评。,2021-12-12 22:15:08,1,2,远峰蓝色,256GB,2021-11-27 14:50:51,l***g,15
手机没问题，送了一张**的电话卡,2021-11-27 17:19:43,1,4,远峰蓝色,256GB,2021-11-23 21:50:36,j***c,4
个人热点是个大问题。  说实话后悔了,2021-12-18 14:41:04,1,2,石墨色,128GB,2021-12-12 20:30:48,y***L,6
赠送的流量卡没收到！是京东物流拒绝送货！,2021-12-02 23:21:57,1,4,银色,128GB,2021-11-08 00:00:23,a***1,24
质量有问题。找客服也没用。,2021-12-20 19:50:59,1,2,远峰蓝色,128GB,2021-12-12 06:09:16,小***m,8
摄像头有灰，苹果品控越来不行了,2021-12-30 15:43:51,1,4,金色,256GB,2021-11-21 15:27:50,j***j,39
遇到问题不去解决，逃避问题！！！！,2021-12-24 20:26:33,1,2,远峰蓝色,128GB,2021-12-15 19:30:57,T***6,9
才用一天屏幕就这样了,2021-12-14 12:34:05,1,2,金色,128GB,2021-12-11 23:05:06,s***m,3
上网打游戏会出现断流,2021-12-16 20:29:39,1,2,远峰蓝色,256GB,2021-11-11 08:42:27,j***d,35
真优秀，送了个开封机器过来,2021-11-24 12:01:18,1,2,石墨色,256GB,2021-11-22 21:31:58,到***名,2
刚买完两天就有活动，果然厉害。,2021-12-06 13:51:17,1,2,银色,128GB,2021-11-28 00:03:19,N***n,8
到了打开居然杯拆开过,2021-11-26 19:37:58,1,2,石墨色,256GB,2021-11-22 09:55:52,宠***o,4
有瑕疵，插卡口两边不平,2021-11-13 18:06:04,1,2,远峰蓝色,128GB,2021-11-10 20:10:21,半***醋,3
京东会员只有公开版才送那个服务，其他没有,2021-12-16 12:13:43,1,2,石墨色,128GB,2021-12-12 22:02:37,李***-,4
差劲?。服务态度差，包装差，京东是看人做事的,2021-11-25 08:10:57,1,2,远峰蓝色,256GB,2021-11-18 13:04:19,粤***8,7
卡槽凸起！充电口划痕！右上角缝隙有点大！,2021-12-07 19:27:56,1,2,金色,128GB,2021-12-07 06:54:31,熟***草,0
6号买的，现在9号开始送apple care+，也不能补送，崩溃！,2021-12-10 15:18:00,1,0,银色,256GB,2021-12-06 10:05:08,j***8,4
产品有缝隙，纸能塞进去，还没给换,2021-12-28 15:05:42,1,4,银色,256GB,2021-12-16 10:58:17,w***9,12
包裹外包装、内包装都是破损，开着口。,2021-11-19 13:02:27,1,4,远峰蓝色,512GB,2021-11-10 20:02:00,u***6,9
手机不好，用不了多久就开始卡，不如国产,2021-12-22 12:21:32,1,2,金色,128GB,2021-12-21 13:13:38,d***5,1
手机有小瑕疵，哎，不好,2021-12-13 10:37:20,1,2,远峰蓝色,256GB,2021-11-26 21:14:44,j***b,17
包装没有原厂牛皮包装。,2021-11-28 16:23:53,1,2,石墨色,128GB,2021-11-27 13:10:06,j***w,1
这新机为什么一端封条会被打开，京东没人管么？,2021-12-11 23:30:05,1,2,石墨色,256GB,2021-12-08 17:38:06,j***d,3
充电头也没有，耳机也没有，,2021-11-26 18:55:35,1,2,石墨色,128GB,2021-11-25 14:40:42,曾***生,1
屏幕有阴影，已返厂维修，唉。,2021-12-14 22:25:46,1,2,金色,128GB,2021-11-10 21:04:09,j***8,34
刚买来，就做活动，还不能补？,2021-11-24 12:34:03,1,4,远峰蓝色,128GB,2021-11-22 22:52:28,j***s,2
摄像头进灰还不给换，售后和官方不能比。,2021-12-29 09:40:57,1,2,远峰蓝色,256GB,2021-11-10 22:49:22,你***达,49
刚到手就卡顿，触屏不灵敏用户体验差,2021-12-26 10:57:42,1,21,远峰蓝色,128GB,2021-12-24 07:55:29,f***d,2
买完分期服务费就免&rdquo;,2021-12-19 01:04:29,1,2,石墨色,128GB,2021-12-10 17:19:48,****v,9
包装简陋，还破了个洞，有点扎心了,2021-12-16 06:56:42,1,2,远峰蓝色,256GB,2021-11-25 11:05:45,筱***抖,21
东哥不给力啊，有新优惠也说没降价，不给价保。价保过期了就降价促销，***,2021-12-05 22:36:33,1,2,远峰蓝色,256GB,2021-11-24 21:15:20,奶***奶,11
充电手机烫手怎么回事还是原本就这样,2021-11-16 10:50:37,1,4,石墨色,128GB,2021-11-11 22:44:05,現***淡,5
开封过的。真的像用过的,2021-11-14 10:40:31,1,2,远峰蓝色,256GB,2021-11-05 12:01:17,u***4,9
买回来没几天，软件就闪退，也不知道是什么鬼。,2021-12-09 09:00:26,1,4,石墨色,256GB,2021-11-11 09:50:05,y***7,28
用了几天发现锁屏发语音各方面都迟钝,2021-11-25 21:32:48,1,2,远峰蓝色,256GB,2021-11-10 20:01:05,j***o,15
换货一个月了 还没给换回来,2021-11-06 14:40:58,1,4,石墨色,256GB,2021-10-04 08:14:59,x***o,33
打开软件点屏幕没反应 *** ***,2021-12-12 16:08:46,1,2,远峰蓝色,256GB,2021-11-30 20:07:24,e***味,12
手机到了第二天就卡顿，卡的电话接不了,2021-12-13 13:26:24,1,4,银色,256GB,2021-12-09 20:22:37,j***o,4
刚收到就这样，换个货还得等三到七天检测。,2021-12-14 20:27:14,1,4,远峰蓝色,128GB,2021-12-12 06:56:25,吕***-,2
手机右上角电镀有点瑕疵,2021-11-24 01:42:43,1,2,远峰蓝色,128GB,2021-11-18 14:36:08,南***往,6
"买了个质量有问题的，客服说换，
已经等了4天了，
心累",2021-12-24 15:51:45,1,2,金色,128GB,2021-12-18 13:56:10,u***8,6
性价比不高，不值得，买了个寂寞。,2021-11-28 05:22:39,1,2,远峰蓝色,256GB,2021-11-16 07:15:34,咑***倒,12
包装简陋，破损，换货整整一个月，服了,2021-11-08 21:44:03,1,2,银色,128GB,2021-10-06 12:00:12,a***U,33
盒子是开封的 应该不是原装正品,2021-11-20 16:25:04,1,2,远峰蓝色,256GB,2021-11-12 21:58:18,赛***高,8
挂电话有杂音。动不动还会卡,2021-12-18 14:21:49,1,2,银色,128GB,2021-11-21 00:07:25,成***2,27
没有插头，价格也没有优惠，12期免息是最大的优惠,2021-12-04 17:27:47,1,4,金色,256GB,2021-12-03 17:47:51,美***7,1
手机是二手的发现不明淘宝账号，和qq账号,2021-12-22 21:42:38,1,4,远峰蓝色,128GB,2021-11-10 22:18:57,R***民,42
花了接近一万块钱，原装手机壳都没有,2021-11-26 12:56:12,1,2,银色,128GB,2021-11-23 23:56:54,j***Z,3
"没有充电头不说明，服务差！！！！
差差差！！！",2021-12-25 23:28:55,1,2,石墨色,128GB,2021-12-25 09:58:19,苏***n,0
这边框不止能塞缝那么大的吗,2021-11-27 16:21:13,1,2,石墨色,256GB,2021-11-25 19:09:42,j***觉,2
快递员送到手里包裹的包装都被打开了,2021-11-13 09:38:31,1,4,远峰蓝色,256GB,2021-11-11 07:24:39,j***H,2
买完就降价，价保不能用，东西一直都是采购状态（没有现货），可以卖但是会以无货的理由不能价保！,2021-12-12 14:37:25,1,0,远峰蓝色,256GB,2021-11-13 15:05:28,L***生,29
功能还可以外观边框有划伤我看是用黑笔给涂的,2021-12-27 23:29:09,1,2,石墨色,256GB,2021-12-22 14:38:14,u***n,5
激活之后发现后镜头处有一处瑕疵，还不给换。,2021-12-13 17:55:04,1,4,石墨色,256GB,2021-12-06 15:08:37,J***t,7
打开软件 点屏幕没反应 *** ***,2021-12-12 16:09:40,1,2,银色,256GB,2021-11-30 20:07:24,e***味,12
外形外观：手机质量有问题？A4纸可以插进去,2021-12-10 14:22:54,1,4,远峰蓝色,128GB,2021-11-26 14:12:30,j***6,14
好家伙 还以为买了个模型 这包装真的是服了！,2021-11-14 15:04:13,1,4,远峰蓝色,128GB,2021-11-10 23:29:30,j***X,4
没有开任何闹钟，每天到了晚上七点十分跟七点五十就开始响,2021-12-15 21:27:44,1,2,远峰蓝色,128GB,2021-12-12 10:46:49,j***g,3
动不动就强制重启（刚激活）,2021-11-19 23:22:54,1,2,远峰蓝色,128GB,2021-11-18 01:27:38,j***P,1
手机耗电快 充电发热 声音突然有杂音,2021-11-25 11:35:55,1,2,远峰蓝色,128GB,2021-11-21 08:30:13,j***w,4
有多花150买个快充,2021-12-16 15:45:27,1,2,石墨色,256GB,2021-12-11 22:07:20,侩***心,5
一万多块的手机包装就这样?要不是激活了退不了我真不想要。。。,2021-12-12 10:41:34,1,4,远峰蓝色,256GB,2021-12-08 00:22:23,u***4,4
买了两台，有一台有问题～SIM卡槽只有一个能用，申请换货，好尴尬,2021-12-18 17:03:49,1,2,金色,256GB,2021-12-15 19:30:57,T***6,3
"质量不行
耗电过快
信号不好",2021-12-27 18:32:31,1,2,远峰蓝色,256GB,2021-11-24 21:21:13,j***b,33
一万块的东西连充电头都没有????,2021-11-21 17:29:06,1,2,远峰蓝色,256GB,2021-11-11 01:18:27,捷***花,10
花11500买的才用一个月就不能面容解锁了,2021-12-16 20:15:28,1,2,远峰蓝色,512GB,2021-11-12 15:37:44,j***6,34
新机有时卡顿，看久了眼睛都花完！,2021-11-27 13:19:14,1,4,石墨色,256GB,2021-11-19 23:09:49,j***y,8
有AC+的不能下单，裸机就能付款，还有拉胯的包装。哎～～～,2021-11-28 18:28:07,1,2,石墨色,256GB,2021-11-11 01:29:06,很***8,17
中奖了，两条深深的道子，都这样了也不退不换，相当于买回来一个旧手机,2021-12-13 13:08:59,1,2,远峰蓝色,256GB,2021-12-06 21:07:27,j***f,7
要补差价发个充电器，不给充电器.,2021-12-10 15:46:49,1,2,远峰蓝色,128GB,2021-12-09 12:36:35,鑫***贸,1
屏幕中间有分割线，售后服务态度也不好,2021-12-04 10:05:08,1,2,远峰蓝色,256GB,2021-11-11 01:04:53,u***t,23
这么贵，不送充电头的。,2021-12-30 13:44:46,1,4,银色,256GB,2021-12-26 17:15:31,蓝***仙,4
快递包装都坏了，要是序号和手机序号一样我都不敢收货,2021-11-17 09:03:40,1,2,远峰蓝色,256GB,2021-11-11 00:24:01,东***哥,6
不好用，老死机，怀疑买到的不是正品,2021-12-07 18:32:42,1,2,远峰蓝色,256GB,2021-11-24 09:46:40,l***o,13
苹果产品保价就是个笑话&hellip;&hellip;,2021-11-10 20:23:38,1,2,远峰蓝色,256GB,2021-11-05 12:02:27,帥***6,5
不行，送的东西也没有,2021-11-17 20:25:23,1,2,石墨色,128GB,2021-11-11 11:55:11,j***F,6
前天已经无缘无故自己关机一次，搞笑。,2021-11-29 01:27:45,1,2,远峰蓝色,256GB,2021-11-26 10:21:46,j***b,3
不出一周，赠品多了快充头，还没办法申请价保，查了一百多,2021-12-19 03:00:54,1,4,远峰蓝色,256GB,2021-12-12 00:01:04,l***y,7
拖时间那么久才发货！,2021-11-26 11:08:51,1,2,远峰蓝色,512GB,2021-11-22 12:43:29,辣***子,4
购买要好好检查 客服售后说这不是质量问题激活了不给换 认栽了,2021-12-24 18:42:59,1,2,远峰蓝色,256GB,2021-12-12 08:25:21,花***独,12
人家打电话来都说是无法接通，我这里信号又有，人家要打几次才打得通，不知道是什么情况。,2021-12-30 20:47:16,1,2,远峰蓝色,256GB,2021-11-21 13:23:33,请***松,39
不好别上当了手机屏有像老化的样子，不给退换,2021-12-01 19:55:33,1,4,远峰蓝色,512GB,2021-11-30 19:24:31,j***o,1
高高兴兴买一个手机。摄影头里面有灰。影响心情 以申请换货,2021-12-18 20:33:59,1,2,远峰蓝色,128GB,2021-12-16 09:29:37,川***x,2
收到货商品全是灰尘，指纹,2021-10-23 15:49:02,1,2,石墨色,128GB,2021-10-06 12:00:14,j***z,17
用了一天，屏幕失灵。,2021-11-26 19:13:17,1,2,远峰蓝色,256GB,2021-11-24 21:13:10,u***a,2
拆开有瑕疵 还不给换货,2021-11-07 22:24:59,1,2,远峰蓝色,256GB,2021-10-31 20:00:25,小***丶,7
答应的5天送货 我等了你1个月,2021-10-18 19:31:39,1,2,金色,128GB,2021-09-27 15:52:22,j***A,21
出现绿屏了 中奖的集合,2021-11-19 14:31:55,1,2,远峰蓝色,256GB,2021-11-11 00:56:25,-***_,8
开箱时封签有一些开口了，没敢在用，退了。,2021-12-28 20:41:31,1,2,远峰蓝色,512GB,2021-11-20 12:19:39,m***e,38
信号不好，发热挺严重，感觉还不如我的8p,2021-11-29 04:26:08,1,2,远峰蓝色,256GB,2021-11-25 19:23:01,陆***1,4
收到就是已经拆开过的，应该是样机或者二手的，众所周知，拆开就不会让你退货，商家是不会承认是他拆的。,2021-12-03 21:15:27,1,4,远峰蓝色,256GB,2021-11-30 22:25:49,j***v,3
充电线坏的，充不了电,2021-12-21 08:49:37,1,4,金色,256GB,2021-12-12 21:31:14,j***m,9
没充电器，没耳机也不说明，否则也不会在网上买，,2021-12-24 19:59:50,1,2,远峰蓝色,256GB,2021-12-21 13:53:29,小***清,3
下订单后修改买256g时忘记换快充套餐，后期找客服不给补购，之后买的伙伴们一定记得选对套餐。,2021-12-06 20:45:39,1,2,石墨色,256GB,2021-12-06 03:17:37,j***x,0
包装是后封的，以后再也不相信京东了，没有那层薄膜也没有里面的商标签，,2021-12-16 22:02:09,1,2,远峰蓝色,256GB,2021-11-17 16:33:08,j***c,29
刚买四天就降价，还不给保价，之前一直在京东换苹果手机，这次要弃了。,2022-05-30 14:19:28,1,2,远峰蓝色,128GB,2022-05-26 08:40:18,2***活,4
速度很快，但是真没想到会买到这种东西，影响心情,2021-11-13 09:59:47,1,2,远峰蓝色,256GB,2021-11-11 07:54:27,j***w,2
手机不完美，后背有印,2021-11-27 23:47:49,1,4,远峰蓝色,256GB,2021-11-12 12:20:30,j***P,15
买了不能退 没买公开版没有care送 想退了换公开退不了了 自己又花了一千五买了两年的,2021-12-07 20:32:33,1,2,远峰蓝色,256GB,2021-12-04 19:44:02,u***s,3
买了不到七天，又降价了，还不能退差价，沃日,2022-05-29 23:31:36,1,2,石墨色,256GB,2022-05-23 14:59:38,j***J,6
手机好是好，也是正品，唯一不服气的就是没配充电头。,2021-11-26 13:40:55,1,2,远峰蓝色,128GB,2021-11-24 12:12:22,别***花,2
"不要买！买贵了1000,一定货比三家，拼平台看看，客服态度差",2021-12-28 12:30:45,1,2,石墨色,128GB,2021-12-27 19:16:20,不***K,1
买了之后才降价，看了好心疼,2022-05-29 16:46:35,1,2,银色,256GB,2022-05-21 20:55:31,P***i,8
买了就降价主要还保价不了,2022-06-17 22:15:54,1,2,远峰蓝色,128GB,2022-06-15 11:13:35,请***哥,2
无言以对，我对京东自营一直相信最好的！何解会出现这个情况,2021-12-04 08:48:23,1,4,石墨色,256GB,2021-11-30 16:16:23,泽***男,4
没充电器我怎么充电啊,2022-06-03 21:22:14,1,2,石墨色,128GB,2022-05-29 17:17:13,m***t,5
买完就降价还不支持价保,2022-06-01 23:55:07,1,2,石墨色,256GB,2022-05-25 20:53:22,j***s,7
刚买2天，价格降了400块，没啥好说的，祝你早日倒闭吧,2022-05-29 17:54:36,1,2,远峰蓝色,256GB,2022-05-24 22:09:27,k***s,5
怎么耳机和充电头都没有呢,2022-06-13 08:57:29,1,4,苍岭绿色,256GB,2022-06-12 12:48:39,l***3,1
你马！刚买一天就便宜两百,2022-05-22 00:03:38,1,2,石墨色,256GB,2022-05-20 23:05:56,爱***之,2
手机卡一直没送，说了送的,2022-02-26 16:57:16,1,4,远峰蓝色,256GB,2022-01-18 10:06:34,j***g,39
刚买5天降300，还不能保价，给我感动哭了?,2022-05-30 10:06:15,1,2,石墨色,128GB,2022-05-24 01:02:07,7***g,6
用两个月屏幕出现问题,2022-02-24 10:14:56,1,4,远峰蓝色,256GB,2021-12-28 21:13:36,j***1,58
买了不到一星期便宜1000块不爽,2022-05-31 12:52:17,1,2,远峰蓝色,256GB,2022-05-24 12:17:53,u***6,7
买的时候说有7天价保 现在说是秒杀活动申请不了 呵呵！！！,2022-05-30 23:26:03,1,4,远峰蓝色,256GB,2022-05-24 11:15:03,J***爷,6
第一次邮过来的包装都是坏的,2022-01-01 01:56:05,1,2,石墨色,256GB,2021-11-10 20:04:01,j***k,52
刚买完就降价真是服了,2022-02-02 15:16:20,1,2,石墨色,128GB,2022-01-28 22:59:44,g***0,5
快充两个小时充不满电,2022-02-28 17:33:28,1,4,金色,256GB,2022-02-20 15:13:22,j***3,8
打开就有划痕，已经换货了,2022-03-24 20:25:32,1,4,石墨色,256GB,2022-03-23 22:20:25,白***呦,1
佛了，边框印记擦不掉，干了哈口气又出现了,2021-12-29 10:16:52,1,4,远峰蓝色,256GB,2021-12-27 16:57:10,暴***了,2
才买了两天掉电的掉的好快,2022-01-28 09:46:39,1,2,石墨色,256GB,2022-01-24 23:36:01,R***e,4
头一天买第二天就降价,2022-02-06 21:11:50,1,4,远峰蓝色,128GB,2022-01-30 16:18:15,也***风,7
2月不到现在降价没有价保？,2022-01-14 22:38:48,1,2,远峰蓝色,128GB,2021-11-18 10:35:08,景***峰,57
京东的价保就是个笑话,2022-02-07 12:15:37,1,2,远峰蓝色,128GB,2022-01-28 08:31:00,满***路,10
手机开始使用第一天背后会发烫,2022-05-16 02:10:23,1,4,苍岭绿色,512GB,2022-05-14 01:14:42,郑***舜,2
从北京快递到上海，手机就放一个纸盒子里面，也没有防护的泡沫防护一下,2021-11-20 14:12:19,1,2,石墨色,128GB,2021-11-17 17:09:35,t***2,3
快递员差的离谱 私自给我退货 让我把钱给他 他再把货给我,2022-05-31 11:48:03,1,4,远峰蓝色,256GB,2022-05-30 01:13:49,j***G,1
7天里面降价100，还不给价保,2022-05-31 09:36:50,1,4,银色,256GB,2022-05-23 13:23:16,u***8,8
等了一个月的快递一直不配送，后面只能退货了。,2022-02-12 13:26:56,1,2,远峰蓝色,128GB,2022-01-03 18:57:49,柏***9,40
手机表面有划痕，插卡口有明显插入过的痕迹。这是新机吗？,2021-12-04 19:10:10,1,2,石墨色,256GB,2021-12-03 20:23:00,j***g,1
信号差，接打电话存在漏字现象,2022-06-07 14:39:12,1,4,远峰蓝色,256GB,2022-05-08 12:32:57,j***4,30
***，八天过后降价400，申请价格保护不通过,2022-01-31 20:44:57,1,2,金色,256GB,2022-01-23 16:14:20,大***和,8
通话没声音，按键不灵敏。希望有个完美的解决,2021-12-11 13:56:43,1,4,金色,256GB,2021-12-09 23:24:24,慵***柴,2
为何在规定时间申请退货这么难,2022-01-18 22:53:59,1,2,石墨色,512GB,2022-01-08 11:53:38,小***7,10
服务处理方式有待提高。,2022-02-02 07:51:05,1,2,远峰蓝色,256GB,2022-01-24 15:33:47,u***c,9
一个充电头两天了都还没发货,2022-01-13 23:21:27,1,4,远峰蓝色,256GB,2022-01-10 14:48:53,j***m,3
包装盒被拆封 不知道什么原因,2022-01-31 12:35:06,1,2,远峰蓝色,256GB,2022-01-23 18:43:04,j***b,8
选了以旧换新，问了好几天客服会都没人回复。,2022-03-21 18:24:59,1,2,远峰蓝色,256GB,2022-03-17 14:30:52,宣***店,4
配送极慢、包装也不行、降价还不给价保,2022-05-22 19:57:21,1,2,远峰蓝色,256GB,2022-04-15 18:30:02,写***扬,37
后玻璃碎了等于整机报废,2023-04-22 10:35:00,1,2,苍岭绿色,512GB,2023-03-21 18:53:35,浩***天,32
才买了两条降了500，不可以价格保护,2022-05-29 20:04:08,1,2,石墨色,512GB,2022-05-27 00:37:40,逝***颜,2
经常断网。我买过了，不退了。,2022-06-05 12:07:25,1,4,石墨色,256GB,2022-05-22 03:06:09,v***T,14
才买几天就降价服了还不保价,2022-05-26 23:50:14,1,2,苍岭绿色,128GB,2022-05-20 20:36:28,u***k,6
买完第二天降价还不给补差价,2022-05-26 12:27:46,1,4,石墨色,256GB,2022-05-24 21:43:48,a***9,2
买完 第二天就降价，还不能补差价？,2022-05-29 23:13:32,1,2,金色,128GB,2022-05-27 23:02:27,云***米,2
这包装也是low，国产山寨机的包装都比你们好。,2021-11-09 11:38:47,1,2,远峰蓝色,256GB,2021-11-03 12:00:15,J***O,6
翻车，屏幕发黄，还不能退换货，以后还是要实体店去买,2021-11-29 21:17:35,1,2,远峰蓝色,256GB,2021-11-25 14:19:50,E***l,4
买了不到一个月就降了6000?,2022-05-24 06:31:17,1,4,苍岭绿色,256GB,2022-04-18 08:22:32,j***f,36
体验极差，拆封又退不了,2022-02-13 19:45:24,1,2,远峰蓝色,256GB,2022-01-24 16:15:54,向***赚,20
买了不到一个月降了将近400块,2022-01-31 20:12:45,1,2,远峰蓝色,256GB,2022-01-10 16:59:05,j***7,21
12期免息，为什么不给免息了？,2022-01-09 09:14:22,1,4,远峰蓝色,256GB,2021-12-15 23:15:31,钻***8,25
应该是没星，不要问我为什么，问客服去,2022-05-25 18:02:18,1,2,远峰蓝色,256GB,2022-05-15 13:56:14,执***歌,10
价保的时候文字套路，让人恶心,2022-02-07 22:39:10,1,4,石墨色,256GB,2022-01-25 21:00:20,j***a,13
充电器，耳机都没有，美中不足啊，,2022-01-09 16:24:26,1,4,远峰蓝色,256GB,2022-01-08 12:42:51,m***g,1
降价比飞机还快  不保价,2022-05-22 19:51:01,1,2,远峰蓝色,256GB,2022-05-09 12:14:43,浪***方,13
不介意购买，会卡机。拍照也不好,2022-02-22 12:20:36,1,2,银色,256GB,2022-01-28 08:45:11,j***8,25
拍的银色，发来的黑色，不负责！,2022-03-01 22:54:56,1,2,银色,256GB,2022-02-27 22:43:53,u***u,2
假货还双卡双待双个毛,2022-01-10 09:12:49,1,2,远峰蓝色,128GB,2022-01-03 15:56:57,j***9,7
根本提交不了订单，申请不了保价用了三四天就降价,2022-02-02 02:41:31,1,2,石墨色,128GB,2022-01-29 01:31:42,空***药,4
电影模式录视频闪屏有小方块，退回去了,2022-03-22 12:45:44,1,4,远峰蓝色,256GB,2022-03-12 00:33:37,这***猪,10
一周不到就降价，还不给价保,2022-05-29 23:33:41,1,2,远峰蓝色,256GB,2022-05-23 22:51:30,j***3,6
以后再也不在京东上买任何东西,2022-03-02 15:54:31,1,4,石墨色,128GB,2022-02-27 16:02:50,M***X,3
为什么刚买一个月掉价1000,2022-05-29 16:38:14,1,2,远峰蓝色,256GB,2022-04-25 16:06:47,j***d,34
外包装破就算啦 连包装都破,2022-06-02 12:17:39,1,2,石墨色,256GB,2022-06-01 10:17:26,j***g,1
万把块的手机屏幕显示不均匀，白底一边亮一边暗，,2021-11-25 18:57:58,1,2,石墨色,256GB,2021-11-20 15:21:31,信***-,5
