(71, 4)
(4, 71)
(4, 129)
(71, 196)
(130, 195)
(195, 130)
(195, 70)
(130, 5)
(70, 5)
(5, 70)
(5, 130)
(70, 195)
(131, 195)
(195, 131)
(195, 69)
(131, 5)
(69, 5)
(5, 69)
(5, 131)
(69, 195)
(132, 195)
(195, 132)
(195, 68)
(132, 5)
(68, 5)
(5, 68)
(5, 132)
(68, 195)
(133, 194)
(194, 133)
(194, 67)
(133, 6)
(67, 6)
(6, 67)
(6, 133)
(67, 194)
(134, 194)
(194, 134)
(194, 66)
(134, 6)
(66, 6)
(6, 66)
(6, 134)
(66, 194)
(135, 194)
(194, 135)
(194, 65)
(135, 6)
(65, 6)
(6, 65)
(6, 135)
(65, 194)
(136, 193)
(193, 136)
(193, 64)
(136, 7)
(64, 7)
(7, 64)
(7, 136)
(64, 193)
(137, 193)
(193, 137)
(193, 63)
(137, 7)
(63, 7)
(7, 63)
(7, 137)
(63, 193)
(138, 192)
(192, 138)
(192, 62)
(138, 8)
(62, 8)
(8, 62)
(8, 138)
(62, 192)
(139, 192)
(192, 139)
(192, 61)
(139, 8)
(61, 8)
(8, 61)
(8, 139)
(61, 192)
(140, 192)
(192, 140)
(192, 60)
(140, 8)
(60, 8)
(8, 60)
(8, 140)
(60, 192)
(141, 191)
(191, 141)
(191, 59)
(141, 9)
(59, 9)
(9, 59)
(9, 141)
(59, 191)
(142, 191)
(191, 142)
(191, 58)
(142, 9)
(58, 9)
(9, 58)
(9, 142)
(58, 191)
(143, 190)
(190, 143)
(190, 57)
(143, 10)
(57, 10)
(10, 57)
(10, 143)
(57, 190)
(144, 190)
(190, 144)
(190, 56)
(144, 10)
(56, 10)
(10, 56)
(10, 144)
(56, 190)
(145, 189)
(189, 145)
(189, 55)
(145, 11)
(55, 11)
(11, 55)
(11, 145)
(55, 189)
(146, 189)
(189, 146)
(189, 54)
(146, 11)
(54, 11)
(11, 54)
(11, 146)
(54, 189)
(147, 188)
(188, 147)
(188, 53)
(147, 12)
(53, 12)
(12, 53)
(12, 147)
(53, 188)
(148, 188)
(188, 148)
(188, 52)
(148, 12)
(52, 12)
(12, 52)
(12, 148)
(52, 188)
(149, 187)
(187, 149)
(187, 51)
(149, 13)
(51, 13)
(13, 51)
(13, 149)
(51, 187)
(150, 187)
(187, 150)
(187, 50)
(150, 13)
(50, 13)
(13, 50)
(13, 150)
(50, 187)
(151, 186)
(186, 151)
(186, 49)
(151, 14)
(49, 14)
(14, 49)
(14, 151)
(49, 186)
(152, 185)
(185, 152)
(185, 48)
(152, 15)
(48, 15)
(15, 48)
(15, 152)
(48, 185)
(153, 185)
(185, 153)
(185, 47)
(153, 15)
(47, 15)
(15, 47)
(15, 153)
(47, 185)
(154, 184)
(184, 154)
(184, 46)
(154, 16)
(46, 16)
(16, 46)
(16, 154)
(46, 184)
(155, 184)
(184, 155)
(184, 45)
(155, 16)
(45, 16)
(16, 45)
(16, 155)
(45, 184)
(156, 183)
(183, 156)
(183, 44)
(156, 17)
(44, 17)
(17, 44)
(17, 156)
(44, 183)
(157, 182)
(182, 157)
(182, 43)
(157, 18)
(43, 18)
(18, 43)
(18, 157)
(43, 182)
(158, 181)
(181, 158)
(181, 42)
(158, 19)
(42, 19)
(19, 42)
(19, 158)
(42, 181)
(159, 181)
(181, 159)
(181, 41)
(159, 19)
(41, 19)
(19, 41)
(19, 159)
(41, 181)
(160, 180)
(180, 160)
(180, 40)
(160, 20)
(40, 20)
(20, 40)
(20, 160)
(40, 180)
(161, 179)
(179, 161)
(179, 39)
(161, 21)
(39, 21)
(21, 39)
(21, 161)
(39, 179)
(162, 178)
(178, 162)
(178, 38)
(162, 22)
(38, 22)
(22, 38)
(22, 162)
(38, 178)
(163, 178)
(178, 163)
(178, 37)
(163, 22)
(37, 22)
(22, 37)
(22, 163)
(37, 178)
(164, 177)
(177, 164)
(177, 36)
(164, 23)
(36, 23)
(23, 36)
(23, 164)
(36, 177)
(165, 176)
(176, 165)
(176, 35)
(165, 24)
(35, 24)
(24, 35)
(24, 165)
(35, 176)
(166, 175)
(175, 166)
(175, 34)
(166, 25)
(34, 25)
(25, 34)
(25, 166)
(34, 175)
(167, 174)
(174, 167)
(174, 33)
(167, 26)
(33, 26)
(26, 33)
(26, 167)
(33, 174)
(168, 173)
(173, 168)
(173, 32)
(168, 27)
(32, 27)
(27, 32)
(27, 168)
(32, 173)
(169, 172)
(172, 169)
(172, 31)
(169, 28)
(31, 28)
(28, 31)
(28, 169)
(31, 172)
(170, 171)
(171, 170)
(171, 30)
(170, 29)
(30, 29)
(29, 30)
(29, 170)
(30, 171)
